Id,DateCreated,DateUpdated,DateClosed,RequestType,ImageUrl,Address,AdditionalData,Status,InitialBoundaryName,AssignedTo,VendorTicketId,Location,New Georeferenced Column,Device type
2343159,10/20/2021 07:05:54 PM,10/29/2021 09:33:11 AM,10/29/2021 09:32:07 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2343159&imagesize=,"509 W 300 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Fairpark",Dillon Hase,,"509 W 300 N, Salt Lake City, UT 84116","(40.7751851, -111.9054213)",Apple
2297971,09/26/2021 07:22:01 AM,10/22/2021 01:58:47 PM,10/22/2021 01:57:35 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2297971&imagesize=,"550 W 300 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Fairpark",Dillon Hase,,"550 W 300 N, Salt Lake City, UT 84116","(40.7759222, -111.9068804)",Android
2165512,07/22/2021 07:10:32 AM,09/08/2021 11:15:37 AM,09/08/2021 11:14:33 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2165512&imagesize=,"360 E 600 S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"360 E 600 S, Salt Lake City, UT 84111","(40.7562543, -111.8804958)",Apple
2123016,06/29/2021 06:48:27 PM,07/06/2021 01:18:08 PM,07/06/2021 01:17:01 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2123016&imagesize=,"837 S Main St, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Ball Park",Dillon Hase,,"837 S Main St, Salt Lake City, UT 84111","(40.7510576, -111.8906191)",Apple
2339762,10/19/2021 11:31:24 AM,10/19/2021 01:29:24 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2339762&imagesize=,"454 Cleveland Ave S, South Salt Lake, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Liberty-Wells",Dillon Hase,,"454 Cleveland Ave S, South Salt Lake, UT 84115","(40.7384027, -111.8780831)",Apple
2106985,06/22/2021 07:39:00 AM,07/02/2021 03:56:30 PM,07/02/2021 03:55:15 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2106985&imagesize=,"240 E 700 S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"240 E 700 S, Salt Lake City, UT 84111","(40.7540119, -111.8841043)",Apple
2097602,06/16/2021 04:03:53 PM,06/29/2021 12:12:13 PM,06/29/2021 12:11:11 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2097602&imagesize=,"28 W 300 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"28 W 300 S, Salt Lake City, UT 84104","(40.762211, -112.019434)",Html5
2242455,08/27/2021 10:00:30 AM,10/08/2021 01:17:41 PM,10/08/2021 01:16:32 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2242455&imagesize=,"1515 Riverview Ave, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Rose Park",Dillon Hase,,"1515 Riverview Ave, Salt Lake City, UT 84116","(40.8066608, -111.934855)",Apple
2292067,09/22/2021 01:43:02 PM,10/15/2021 11:23:12 AM,10/15/2021 11:22:05 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2292067&imagesize=,"55 Herbert Ave S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"55 Herbert Ave S, Salt Lake City, UT 84111","(40.7464482, -111.8891966)",Html5
2300330,09/27/2021 02:07:15 PM,10/22/2021 02:12:00 PM,10/22/2021 02:10:44 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2300330&imagesize=,"945 S 300 W #204, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"945 S 300 W #204, Salt Lake City, UT 84101","(40.7485274, -111.8994876)",Apple
2081927,06/09/2021 05:09:09 PM,06/29/2021 11:32:49 AM,06/29/2021 11:31:46 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2081927&imagesize=,"1210 W 200 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"1210 W 200 S, Salt Lake City, UT 84104","(40.7658245, -111.9262816)",Apple
2148805,07/13/2021 01:59:03 PM,08/04/2021 03:18:26 PM,08/04/2021 03:17:22 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2148805&imagesize=,"Unnamed Road, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Poplar Grove",Dillon Hase,,"Unnamed Road, Salt Lake City, UT 84116","(40.7707033, -111.9415068)",Apple
2324158,10/11/2021 02:32:17 AM,10/13/2021 05:55:47 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2324158&imagesize=,"215 W Fayette Ave, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"215 W Fayette Ave, Salt Lake City, UT 84101","(40.7478495, -111.8971421)",Apple
2310103,10/02/2021 09:37:19 AM,10/04/2021 11:50:56 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2310103&imagesize=,"907 Riverside Dr, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Rose Park",Dillon Hase,,"907 Riverside Dr, Salt Lake City, UT 84116","(40.7894146, -111.9368571)",Apple
2046177,05/24/2021 09:08:03 AM,06/07/2021 01:25:32 PM,06/07/2021 01:24:25 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2046177&imagesize=,"770 State St, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Ball Park",Dillon Hase,,"770 State St, Salt Lake City, UT 84111","(40.7525432, -111.8902691)",Apple
2139135,07/08/2021 11:11:34 AM,07/21/2021 11:19:18 AM,07/21/2021 11:18:12 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2139135&imagesize=,"666 W 100 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"666 W 100 S, Salt Lake City, UT 84104","(40.7678121, -111.9103783)",Apple
2330914,10/13/2021 07:52:07 PM,10/14/2021 09:23:04 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2330914&imagesize=,"855 W 700 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Rose Park",Dillon Hase,,"855 W 700 N, Salt Lake City, UT 84116","(40.7845742, -111.9156895)",Apple
1977584,04/19/2021 05:54:00 PM,04/26/2021 02:03:24 PM,04/26/2021 02:02:22 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=1977584&imagesize=,"913 500 W, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"913 500 W, Salt Lake City, UT 84101","(40.7494956, -111.9053954)",Apple
1974743,04/17/2021 08:59:03 PM,04/26/2021 02:00:17 PM,04/26/2021 01:59:08 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=1974743&imagesize=,"549 500 S, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"549 500 S, Salt Lake City, UT 84101","(40.75851, -111.9069612)",Apple
2184441,07/31/2021 08:53:14 AM,09/27/2021 05:02:44 PM,09/27/2021 05:01:31 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2184441&imagesize=,"1680 500 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Jordan Meadows",Dillon Hase,,"1680 500 N, Salt Lake City, UT 84116","(40.7805047, -111.938397)",Android
2179484,07/29/2021 06:43:24 AM,09/09/2021 08:01:34 PM,09/09/2021 08:00:25 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2179484&imagesize=,"1093 S 700 E, Salt Lake City, UT 84105",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Central City/Liberty-Wells",Dillon Hase,,"1093 S 700 E, Salt Lake City, UT 84105","(40.7452441, -111.8712735)",Apple
2285080,09/19/2021 12:50:50 PM,09/23/2021 07:22:21 PM,09/23/2021 07:21:22 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2285080&imagesize=,"200 Mead Ave S, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Duplicate,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"200 Mead Ave S, Salt Lake City, UT 84101","(40.7474559, -111.8967959)",Apple
2263215,09/07/2021 05:20:55 PM,10/08/2021 01:30:44 PM,10/08/2021 01:29:35 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2263215&imagesize=,"1114 S Ashton Ave, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 7;Sugar House",Dillon Hase,,"1114 S Ashton Ave, Salt Lake City, UT 84106","(40.7203236, -111.8592107)",Apple
2179034,07/28/2021 04:43:59 PM,07/29/2021 09:13:32 AM,07/29/2021 09:12:17 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2179034&imagesize=,"1154 S Ashton Ave, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Duplicate,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 7;Sugar House",Dillon Hase,,"1154 S Ashton Ave, Salt Lake City, UT 84106","(40.7203969, -111.8582015)",Apple
2347792,10/23/2021 05:20:33 PM,10/26/2021 07:56:16 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2347792&imagesize=,"1600 N Star Dr, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 1;Jordan Meadows",Dillon Hase,,"1600 N Star Dr, Salt Lake City, UT 84116","(40.776702, -111.9361957)",Android
2143586,07/10/2021 08:18:59 PM,08/04/2021 03:13:48 PM,08/04/2021 03:12:30 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2143586&imagesize=,"228 E 700 S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"228 E 700 S, Salt Lake City, UT 84111","(40.7540624, -111.8844111)",Apple
2036713,05/18/2021 05:12:22 PM,06/07/2021 01:03:10 PM,06/07/2021 01:01:57 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2036713&imagesize=,"746 S 900 W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"746 S 900 W, Salt Lake City, UT 84104","(40.752918, -111.9168288)",Html5
2205966,08/11/2021 06:29:58 AM,10/08/2021 01:03:47 PM,10/08/2021 01:02:45 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2205966&imagesize=,"931 W 300 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"931 W 300 S, Salt Lake City, UT 84104","(40.7625422, -111.9182001)",Apple
2306333,09/30/2021 09:43:24 AM,10/29/2021 09:44:03 AM,10/29/2021 09:42:52 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2306333&imagesize=,"1811 State St, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Liberty-Wells",Dillon Hase,,"1811 State St, Salt Lake City, UT 84115","(40.7310092, -111.8879755)",Apple
2290189,09/21/2021 04:51:19 PM,10/01/2021 09:49:23 AM,10/01/2021 09:48:17 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2290189&imagesize=,"4375 1385 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"4375 1385 S, Salt Lake City, UT 84104","(40.7383931, -111.995098)",Apple
2285538,09/20/2021 07:04:00 AM,10/08/2021 01:55:47 PM,10/08/2021 01:54:42 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2285538&imagesize=,"Liberty Park, 600 900 S, Salt Lake City, UT 84105",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 5;Central City/Liberty-Wells",Dillon Hase,,"Liberty Park, 600 900 S, Salt Lake City, UT 84105","(40.7443331, -111.8741166)",Html5
2059393,05/29/2021 06:34:51 PM,06/18/2021 01:47:41 PM,06/18/2021 01:46:37 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2059393&imagesize=,"510 W 200 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Fairpark",Dillon Hase,,"510 W 200 N, Salt Lake City, UT 84116","(40.7738534, -111.9060321)",Apple
2041770,05/20/2021 08:56:53 PM,06/07/2021 01:08:28 PM,06/07/2021 01:07:24 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2041770&imagesize=,"252 W 500 S, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Fairpark",Dillon Hase,,"252 W 500 S, Salt Lake City, UT 84116","(40.7748188, -111.905407)",Apple
2087320,06/11/2021 02:35:52 PM,06/11/2021 04:07:21 PM,06/11/2021 04:06:18 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2087320&imagesize=,"50 S 800 W Ste 12, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Duplicate,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"50 S 800 W Ste 12, Salt Lake City, UT 84104","(40.7680659, -111.914271)",Apple
2169007,07/23/2021 11:38:06 AM,07/28/2021 01:53:53 PM,07/28/2021 01:52:49 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2169007&imagesize=,"549 500 S, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"549 500 S, Salt Lake City, UT 84101","(40.7584872, -111.9071993)",Apple
2290769,09/22/2021 07:50:11 AM,10/01/2021 09:54:06 AM,10/01/2021 09:52:57 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2290769&imagesize=,"145 S 3rd E, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"145 S 3rd E, Salt Lake City, UT 84111","(40.7659952, -111.8822343)",Android
2266246,09/09/2021 06:49:15 AM,10/08/2021 01:33:16 PM,10/08/2021 01:32:01 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2266246&imagesize=,"1562 3600 W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1562 3600 W, Salt Lake City, UT 84104","(40.736947, -111.9771204)",Apple
1995120,04/29/2021 11:02:08 AM,05/14/2021 12:54:42 PM,05/14/2021 12:53:28 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=1995120&imagesize=,"141 S 200 E, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"141 S 200 E, Salt Lake City, UT 84111","(40.7660172, -111.8848634)",Android
2109522,06/23/2021 06:43:09 AM,07/09/2021 01:47:04 PM,07/09/2021 01:45:50 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2109522&imagesize=,"271 N 1460 W, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Fairpark",Dillon Hase,,"271 N 1460 W, Salt Lake City, UT 84116","(40.7762653, -111.9320267)",Apple
2248454,08/31/2021 07:58:01 AM,10/08/2021 01:22:35 PM,10/08/2021 01:21:21 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2248454&imagesize=,"984 Simpson Ave S, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 7;Sugar House",Dillon Hase,,"984 Simpson Ave S, Salt Lake City, UT 84106","(40.7217002, -111.8626154)",Android
2154507,07/15/2021 09:55:31 PM,08/10/2021 02:36:44 PM,08/10/2021 02:35:39 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2154507&imagesize=,"2267 S 600 E, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 7;Sugar House",Dillon Hase,,"2267 S 600 E, Salt Lake City, UT 84106","(40.7215753, -111.8738812)",Html5
2238977,08/26/2021 07:17:25 AM,10/08/2021 01:15:39 PM,10/08/2021 01:14:29 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2238977&imagesize=,"1050 Indiana Ave, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 2;Poplar Grove",Dillon Hase,,"1050 Indiana Ave, Salt Lake City, UT 84104","(40.7511744, -111.9210656)",Apple
2127798,07/01/2021 06:01:53 PM,07/21/2021 01:41:27 PM,07/21/2021 01:40:18 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2127798&imagesize=,"1375 S 10th W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1375 S 10th W, Salt Lake City, UT 84104","(40.7398112, -111.9191086)",Html5
2185116,08/01/2021 07:57:08 AM,10/08/2021 12:56:19 PM,10/08/2021 12:55:03 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2185116&imagesize=,"600 1300 S, Salt Lake City, UT 84105",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 5;Central City/Liberty-Wells",Dillon Hase,,"600 1300 S, Salt Lake City, UT 84105","(40.7421051, -111.8737118)",Apple
2002812,05/03/2021 10:37:00 PM,05/14/2021 01:24:34 PM,05/14/2021 01:23:27 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2002812&imagesize=,"971 200 W, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"971 200 W, Salt Lake City, UT 84101","(40.7476951, -111.8966551)",Apple
2119149,06/28/2021 11:43:17 AM,07/06/2021 11:20:32 AM,07/06/2021 11:19:28 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2119149&imagesize=,"1557 W 200 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"1557 W 200 S, Salt Lake City, UT 84104","(40.7649675, -111.9348108)",Apple
2100390,06/17/2021 07:21:13 PM,06/29/2021 12:20:21 PM,06/29/2021 12:19:18 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2100390&imagesize=,"1950 w @ 250 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Fairpark",Dillon Hase,,"1950 w @ 250 N, Salt Lake City, UT 84116","(40.775847, -111.947509)",Android
2022659,05/13/2021 09:50:35 PM,06/07/2021 12:31:38 PM,06/07/2021 12:30:26 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2022659&imagesize=,"2191 900 E, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 7;Sugar House",Dillon Hase,,"2191 900 E, Salt Lake City, UT 84106","(40.7231755, -111.8648891)",Apple
2088460,06/12/2021 02:37:48 PM,06/29/2021 11:46:42 AM,06/29/2021 11:45:36 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2088460&imagesize=,"215 W 800 S, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Ball Park",Dillon Hase,,"215 W 800 S, Salt Lake City, UT 84101","(40.7518449, -111.897419)",Apple
2359506,10/31/2021 11:20:30 AM,10/31/2021 11:30:03 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2359506&imagesize=,"858-860 S Roberta St, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Received,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"858-860 S Roberta St, Salt Lake City, UT 84111","(40.7501786, -111.8840451)",Apple
2122117,06/29/2021 12:55:15 PM,07/06/2021 01:57:30 PM,07/06/2021 01:56:28 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2122117&imagesize=,"1540 W 200 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"1540 W 200 S, Salt Lake City, UT 84104","(40.7654038, -111.933945)",Apple
2096939,06/16/2021 01:19:50 PM,06/18/2021 01:13:25 PM,06/18/2021 01:12:24 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2096939&imagesize=,"1344 W 280 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Duplicate,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Fairpark",Dillon Hase,,"1344 W 280 N, Salt Lake City, UT 84116","(40.7754237, -111.929989)",Android
2218422,08/16/2021 04:44:10 PM,10/08/2021 01:07:08 PM,10/08/2021 01:06:00 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2218422&imagesize=,"1375 Concord St, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1375 Concord St, Salt Lake City, UT 84104","(40.7390323, -111.9267634)",Android
2226325,08/19/2021 05:46:09 PM,10/08/2021 01:10:46 PM,10/08/2021 01:09:35 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2226325&imagesize=,"City Creek Canyon Rd, Salt Lake City, UT 84103",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 3;Capitol Hill",Dillon Hase,,"City Creek Canyon Rd, Salt Lake City, UT 84103","(40.7919426, -111.8781258)",Apple
2352804,10/26/2021 05:42:38 PM,10/27/2021 10:46:46 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2352804&imagesize=,"816 W Montague Ave, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"816 W Montague Ave, Salt Lake City, UT 84104","(40.7492898, -111.9146804)",Apple
2311501,10/04/2021 07:29:17 AM,10/05/2021 12:10:43 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2311501&imagesize=,"1104 S Ashton Ave UNIT 204, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 7;Sugar House",Dillon Hase,,"1104 S Ashton Ave UNIT 204, Salt Lake City, UT 84106","(40.7205638, -111.8591452)",Apple
